"GSM1442538_Cbc2-130424-6-B2.txt" "GSM1442539_Cft2-131203-1u2-2.txt" "GSM1442540_Gbp2-130222-6u7-B4.txt" "GSM1442541_Hpr1-130222-6u7-B1.txt" "GSM1442542_Hrb1-121211-1-B1.txt" "GSM1442543_Ist3-130805-7-B3.txt" "GSM1442544_Luc7-131203-1u2-7.txt" "GSM1442545_Mex67-121211-6-B3.txt" "GSM1442546_Mpe1-130610-5-B1.txt" "GSM1442547_Msl5-131203-1u2-5.txt" "GSM1442548_Mud1-130723-6-B3.txt" "GSM1442549_Mud2-130924-1-B6.txt" "GSM1442550_Nab2-121211-4-B4.txt" "GSM1442551_Nam8-130723-6-B1.txt" "GSM1442552_Npl3-130222-6u7-B3.txt" "GSM1442553_Pab1-121211-6-B4.txt" "GSM1442554_Pub1-130424-7-B1.txt" "GSM1442555_Rna15-131203-1u2-4.txt" "GSM1442556_Snp1-130814-7-B1.txt" "GSM1442557_Sub2-121211-3-B5.txt" "GSM1442558_Tho2-121211-1-B3.txt" "GSM1442559_Yra1-121107-1-B7.txt" "GSM1442560_Yth1-130924-2-B5.txt"
"1" 7.343319504591 2.2092681169812 9.555148980737 6.5278155948038 12.2229666592798 0.4340985284784 0.4849668065809 4.1226449121881 0.6489875433966 10.3908449995729 0.4073191360845 27.1643712942113 4.9360687677459 0.8514962994189 24.691375200705 2.6720039506534 2.4126237158406 7.8831842747531 0.447790507102 9.8123188508808 13.7551162081838 18.4849020265309 0
"2" 7.747134721121 1.8408109164264 2.913521789138 4.3519058612098 11.1306240997995 1.1037625482581 0.577513820121 5.098615126089 5.2639081775557 14.934627833975 1.337929599546 19.3307032796701 11.4919280121125 0.7940544940212 40.0591804300623 3.4549199973822 3.2692974062079 5.2538806215988 0.187499414064 8.6883729263913 21.0208283773337 23.0706616924007 1.237923979485
"3" 4.2050772753771 2.7220684530882 0.6489082288784 5.5000226928681 10.145172794261 0.2314279776133 0.4328433071239 7.4056029484411 1.4281136251862 8.5731189979894 0.2766203661523 16.4783987400054 7.1714295544924 2.1198711077962 19.6654300918888 4.4891185382283 10.5274114850572 10.40737588613 0.0851926632078 5.8938746676422 11.9813249702976 23.6593987954983 0
"4" 4.297357813714 1.5295899290308 9.534742421382 1.7716739655336 7.1067597867879 0.0800762325734 0.9871261013064 0.39191095783 0.8525273806416 7.9917812801128 0.2531805214543 12.1011551504499 4.0087156335565 0.7946922728479 20.646557092669 1.5739174981922 2.6793409879698 7.7010925688062 0.217053927048 1.5287449657731 1.7897792692271 3.5700496720988 0
"5" 0.3334735701396 0.66779469090101 1.9320807147812 0.60043256575882 7.1930579368494 0.20779789364325 0.575285760046 1.3240626505366 0.38843673983961 1.78951785720422 0.24136525556461 2.80296204267977 1.0226296276835 0.69898547611065 3.5522456322032 1.3829364227116 4.69702221781641 2.49587236164636 0.1011951793415 0.62352647867225 1.8163756852624 0.92109998379474 0.11374734831377
"6" 5.662865904164 1.5565995885876 3.377515000214 1.3650118012647 8.3807724144915 20.5914475280069 4.5883413271723 0.3523906081906 0.3800582068691 7.9609154028941 3.9250107738406 15.6749151082417 3.702920848848 2.6364117678344 8.3053760979398 1.0758042884658 5.2245193712765 1.421295579421 0.852805730855 0.1381786282831 2.4935803461797 0.9371945827496 0.195576069312
"7" 2.2281093781657 2.2198793127789 3.3331617142964 1.6840655057253 12.8739825821603 0.6031480847369 1.9089163130131 2.5884797957184 0.8890048196908 5.8900997085642 0.8787314750427 9.9562568176208 2.6305154693355 0.5719275706574 8.9851738562258 1.9780992148095 6.1008239615033 8.0654046705316 0.6317569714749 2.9603788233078 4.9132507887602 4.4997598999126 0.0889830131428
"8" 3.0165587864561 3.0188735284448 0.5174693871455 2.4499729794441 19.3966193502286 0.277865092379 4.9826556881107 1.7880386008311 1.4256662715406 19.3105313757829 1.8319988019468 68.8848797339705 5.1931569149802 2.9095629242373 34.1113594357363 2.9230139734479 4.0968268519483 2.9130246210463 0.8221501501833 1.1541714372661 2.4247262070522 2.3457741232455 0.1658674341508
"9" 1.444259605277 0.857264998331 2.224116971584 0.4862091447572 3.6297602600085 0 0.1988366756149 0.0851926632078 0.0686275855443 5.6396306256259 0 8.8918909803538 1.4632759706011 0.0801526105705 14.7729830146329 1.4279827111855 0.0926131732978 1.4053550686775 0 0.4963162903122 1.9477674243457 0 0
"10" 0 0 0 0 0 0 0 0 0 0 0 0.276319425256 0 0 4.006248625141 0 0 0 0 0 1.722461771502 0 0
"11" 0 0 0 0.115225958104 0.1916186669212 0.436849926201 0 0.2266733890145 0.238612564435 0 0.0952380952381 0.563738995073 0.533814443414 0.135047536733 6.0440999765909 2.1726386660708 2.2914784389572 0 0 0 1.739837959646 0 0.38532363918
"12" 0.1261591689557 0.2348204837554 0 0.2015990983621 0.8371121025479 0.1062222048971 0.9073753169711 0.2492986725437 0.0825322010918 0.4675535768594 0.475691194287 1.9313476235857 0.3201790168129 0.5366395857533 2.6948709694059 0.7146374922616 1.4208997241293 0.5153579856862 0.1855191466281 0.1256152365891 0.3130170455772 0.2315363348702 0
"13" 0 1.0187805379777 0.632219705192 0.112903772115 0.3719072459148 0 0.0835819897528 0.2922315816934 0.3989109222852 1.4620408704446 0 2.5870244452238 1.4544403891228 0.116022740457 6.5991023321708 2.7751702685658 6.0005361811906 0.2828065848045 0 0.183205547464 0.9331614676249 0 0
"14" 9.115761711102 10.4004873075755 7.537970051933 17.2460864482693 33.5661353736295 2.7396774538567 2.9169990013112 24.0209095465734 6.6873486670068 40.9402206920288 4.5441285778671 66.5422318614529 15.5991196114607 9.3934888641214 55.617168137063 13.476614578137 8.5030420256704 27.5168216884232 0.404672318096 40.3216208261451 50.4366638522617 51.253555447098 0
"15" 0 0 0 0 0 0 0 0 0 0.178724621104 0 0.163105529277 0 0 0.585014613818 1.111626994927 0 0 0 0 0 0 0
"16" 4.274141774807 5.602421110985 5.478539813495 0.399665326107 12.515736652891 0 0.996165666483 3.603820768769 0.141892275385 9.9956953092133 0 23.0814666979256 4.5476363365868 0 30.208418888558 0.1814256427 0.916003327596 5.493792899304 0 2.7424935143036 11.148850929217 1.43509875764 0
"17" 1.806995541499 0 0 0 3.152437729986 0.280938334036 2.690165608399 0.856913021102 0 15.826498066598 0 34.207910208395 2.610021626389 1.391499554712 12.452996807495 2.04136568216 35.935341633841 1.700296171713 0.231085640338 0.19672260146 5.563139288429 1.817621901291 0
"18" 2.2870505305815 2.4799213752956 1.1390491349055 1.7216485350251 6.6461426760479 1.3479428949343 0.3710014905662 10.3985922661699 1.6723948341015 4.4763037985184 0.7518319654977 14.6229625682128 6.7749345576439 4.9141502503739 9.277507999824 5.8600921096834 4.7678650626509 2.1694132140199 0 4.4142422434036 10.4824974927714 15.1623234974376 0
